Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Reino Unido,GBR,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,0.1,0.1,0.1,0.1,0.2,0,0.2,0.1,0,0.2,0,0,0.1,0,0.1,0,0.1,0.1,0.2,0,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.3,0.4,0.3,0.4,0.3,,,
Georgia,GEO,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,18.1,17.1,20.7,22.1,22.7,13.8,14,13,13.9,13.9,14.9,13.3,13.3,14.6,13.7,11.6,9.2,7.7,6.7,6.7,7.2,6.9,6.3,7.4,6.6,5.2,3.7,2.7
Ghana,GHA,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7,49.1,,,53,,,,,,,42.1,,,,,,,38.7,,,,,,,25.8,,,,25,,,,,,,,
Gibraltar,GIB,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6,,,22.7,,,,,,,,30.4,,,,,26.1,,,,,13.1,,,,,,7.4,,,,,,
Gambia,GMB,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8,,,,,34.4,,,,,,,20.7,,,,,10.8,,,,,13.1,,,,
Guinea-Bissau,GNB,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,,33.1,,,,,,,,,41.3,,,,,,,,50.9,,,,,,,,20.9,,,23.1,,,
Guinea Ecuatorial,GNQ,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,
Grecia,GRC,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,0.2,,0.2,0.5,0.7,0.3,0.5,0.5,0.3,0.6,0.9,1.2,1.4,1,1.4,1.4,1,0.8,0.2,0.7,0.8,0.6,0.4,0.4,
Granada,GRD,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,
Groenlandia,GRL,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,,,23.8,,,,,,,,,8,,5.7,,,,,,6.6,,,,,,,,5.2,,,,,,,,,6.3,
Guam,GUM,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingreso alto,HIC,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,1,1,0.9,0.9,0.9,0.8,0.8,0.7,0.8,0.8,0.9,1.1,1.4,1.1,1.2,0.8,0.9,1.2,1,0.9,0.8,0.8,0.7,0.6,0.6,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.4,0.5,0.4,0.4,0.3,0.3,0.5,0.4,0.4
"Hong Kong, Región Administrativa Especial",HKG,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1,35,26.7,23.2,19.9,21.4,22.4,25,17.4,21.8,21.9,,17.1,19.1,22.6,21.9,21.7,18.5,14.1,13.6,11.3,12.4,13,15.6,13.2,12.5,12.2,13,12.4,12.5,11.8,,,,11.3,10.1
Países pobres muy endeudados (PPME),HPC,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croacia,HRV,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,0,,,0,,,,0,0.9,1.2,0.7,0.8,0.9,0.9,0.6,0.6,0.5,0.4,0.3,0.3,0.3,0.3,0.2,
Haití,HTI,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,24.9,,,,,,,,,,,,
Hungría,HUN,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1.5,,0,1.3,,,,0.3,0.5,0.2,0.1,0,0.2,0.2,0.8,0.2,0.2,0.1,0.1,0.1,0.1,0.4,0.3,0.7,0.7,1.2,0.7,,,,,,,
Sólo BIRF,IBD,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIRF y la AIF,IBT,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total de la AIF,IDA,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6,40.9,40.6,40.1,40.1,39.5,39.1,38.2,37.7,37.7,37.6,37.3,36.6,35.9,34.7,32.7,31.4,30.3,29,27.6,27.3,25.9,25.3,24.5,22.9,22.5,22.3,22.1,21.7,21.3,21.2,22.2,22.2,22,22,21.8
mezcla de la AIF,IDB,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,55.8,,,55.2,,,47.1,,,46.6,,,39.7,,51,37.4,37.2,35.1,25.9,25.4,25.8,23.3,26.7,23.3,21.6,21.7,19.2,17.5,15.1,15.4,14.5,12.7,10.9,9.1,7.8,6.9,6.3,5.7,5.3,4.8,4.1
Sólo AIF,IDX,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isla de Man,IMN,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,33.9,,,,,,29,,,,29.1,,,,,,26.4,,,,,,,,,,,25.6,,,,,20,,16.1,,,,,,,,,,,4.4,,
No clasificado,INX,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irlanda,IRL,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,0.3,0.3,0.2,,,,0.1,,0.2,0.1,0.1,0,0.3,0.1,0.2,0.5,0.5,0.5,0.3,0.6,0.4,0.3,0.2,0.2,0,0,0.1,0.1,0.1,0.1,
"Irán, República Islámica del",IRN,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,12.9,,,,9.1,,,,8.8,,,,,,,2.8,2.9,,,3.1,,1.7,1.3,1.4,2.2,2,2,1.8,2.2,2.8,3,2.5,1.9,1.7,
Iraq,IRQ,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,,,,0.4,
Islandia,ISL,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0,0,0,0.2,0.1,,,,,
Israel,ISR,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,0.3,,,,,,0.2,,,,,0.4,,,,0.2,0.7,0.7,0.7,0.7,0.4,0.5,0.5,0.6,0.5,0.4,0.6,0.4,0.5,0.4,0.3,0.5,0.4,0.6,0.5,0.4,,,
Italia,ITA,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,0.3,0.4,0.3,0.1,0.1,0.1,0.2,0.1,,0.2,0.9,,0,,0.3,,1.1,,0.6,,,1.5,,1.2,,1.4,0.7,0.6,0.6,0.6,0.6,0.6,0.8,1.1,1,1.1,1.3,1.1,1.7,1.5,1.3,1.3,0.9,0.8,0.7,0.6,0.8,
Jamaica,JAM,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,7.3,,,12.3,,,5.3,,,3.9,,,4.2,,3.1,,,,,,,,,,,,,,0.4,,,1.1,,,
Jordania,JOR,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.7,,,,,0.8,,,,,0.8,,,,0.3,,0.2,,0.1,,,,,,,,,,,,,,
Japón,JPN,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.7,0.4,0.4,1,0.7,0.5,0.2,0.5,0.5,0.8,0.9,0.8,,,,
Kazajstán,KAZ,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,9,,,,,12.6,9.9,7.7,5.1,9,1.8,0.8,0.6,0.7,0.5,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0,,,
Kenya,KEN,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,,20.2,,,19.2,,,,,,,,27.2,,,,,,,,,,22.2,,,,,25.8,26.6,26.7,,
Kirguistán,KGZ,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,,38.3,35,33.8,30.7,18.7,20.9,15,14.1,8.9,6.9,8.5,6.9,7.5,9,6.2,7.8,6.1,6.3,4.9,4.3,6.8,4.5,4,2.7,
Camboya,KHM,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,4.5,,,,,
Saint Kitts y Nevis,KNA,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corea, República de",KOR,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,0.3,,0.4,,0.3,,0.2,,0.1,0.1,0.1,0.1,0.1,0.1,,,
Kuwait,KWT,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
América Latina y el Caribe (excluido altos ingresos),LAC,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
República Democrática Popular Lao,LAO,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2,,,,,35.3,,,,,24.4,,,,,20.7,,,,,12.9,,,,,,9.7,,,,,,
Líbano,LBN,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3.9,,
Liberia,LBR,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,,,,,,,18.4,,19.9,,,,,,,,
Libia,LBY,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Lucía,LCA,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
América Latina y el Caribe,LCN,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,12.9,13.3,15.4,15.1,14.2,10.8,12.7,13.2,12.8,13.6,13.2,13.2,13.3,12.8,12.2,13.1,12.9,12.7,12.9,12,11.8,11.1,10.8,9.9,9.4,7.9,7,6.4,6.2,5.5,5.1,4.8,4.3,4.1,3.8,3.9,3.9,3.8,3.9,3.7,4,3.3,3,2.9
Países menos desarrollados: clasificación de las Naciones Unidas,LDC,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Países de ingreso bajo,LIC,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,41.4,40.6,39.8,38.9,37.8,36.6,36.7,35.2,34.8,33.7,33.3,33.4,33.9,34.4,34.5,,,35.7,36,35.5,35.7,
Liechtenstein,LIE,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,,,,,14.2,,,,,13.8,,,,,,,12.3,,,,7.7,,,5.5,,,4.5,,,,2.8,,,2.2,,,,,
Países de ingreso mediano bajo,LMC,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,32.9,32.3,31.4,31.2,31,31,31.2,31,30.7,30.3,29.9,29.3,29,28.4,28.1,27.5,,,,,,26.6,25.9,25,24.1,22.9,21.6,20.6,19.7,18,16.8,15.9,14.4,13.3,,,,,,10,9.5,8.9,8.3,7.9
Ingreso mediano y bajo,LMY,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,37.4,36.3,35.2,34.7,33.3,35,34.5,34,33.3,32.7,31.1,29.9,28.8,28.6,28.8,28.2,27.3,26.5,25.1,23.8,22.4,20.9,19.9,18.7,17.8,17,15.5,14.3,13.3,11.6,10.9,10.2,9.6,9.1,8.6,8.3,8.7,8.5,8.2,8,7.8
Lesotho,LSO,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9,,,,,,,,44.4,,,,,,,,53.6,,,,,,,,,,,,,,,26.3,,,,,,,
avanzada del dividendo demográfico,LTE,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lituania,LTU,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,0.8,,0.7,0.9,1,1.2,1.1,0.4,2.8,1.9,1.3,1.1,1.3,2,1.6,0.8,0.9,0.9,1.2,0.8,1.1,1,0.7,0.4,0.3,0.2,0.6,0.8,
Luxemburgo,LUX,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.3,0.1,0.2,0.2,0.1,0,0.1,0.1,0,
Letonia,LVA,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,1.5,2.3,2.7,2.3,,,,1.1,0.9,2.6,2.3,1.4,0.7,1.1,1.8,1.7,1.2,1.1,1.2,0.8,0.7,0.6,0.7,0.4,0.3,0.4,0.4,0.3,0.4,
"Región Administrativa Especial de Macao, China",MAC,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isla de San Martín (parte francesa),MAF,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marruecos,MAR,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,7.1,,,,,,,,10.5,,10.4,,,,,,6,,,,,,,2.6,,,,,,,,,,,
Mónaco,MCO,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
República de Moldova,MDA,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,19.6,26.3,24.5,19.4,11.9,6.5,7.3,10.3,2.3,1.2,1.4,1.1,0.7,0.5,0.4,0.2,0.1,0.1,0.2,0.1,0,0.1,0,0.1,0,0.1,
Madagascar,MDG,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,39.7,,,,,,,,,,,,,56.1,,,,54,,52.6,,35.8,,,,32.5,,,,,39.9,,42.2,,,,,,,,,41.9,,,
Maldivas,MDV,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,,,,,,,7.9,,,,,,,0.1,,,0,,,,,
"Oriente Medio, Norte de África, Afganistán y Pakistán",MEA,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,23,22.5,22.2,22.1,21.8,21.7,21.2,19.2,16.8,16.7,15,15,13.5,13.2,13.5,13.7,13.8,14.2,13.9,12.8,11.6,11,10.4,9.9,8.9,9,8.1,7.9,7.5,7.1,7,7.1,7.2,7,7,7.2,,,,,
México,MEX,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,,,,9.3,,,8.1,,8.4,,13.6,,13.8,,10.2,,8,,7.2,7.4,5.7,,6.4,,5.4,,4.8,,4.7,,2.9,,2.6,,2.7,,1.6,,
Islas Marshall,MHL,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,
 Ingreso mediano,MIC,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia del Norte,MKD,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,6.3,,1.9,1.9,1,2,2.8,,1.1,8.2,9.2,7.4,6,4.6,4.1,4.5,3.8,3.8,2.8,2.7,,,,,
Malí,MLI,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.3,,,,,,,43.8,,,,,39,,,37.7,,,,,,,,,16.8,,,20.8,,,
Malta,MLT,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.4,0.1,0.3,0.2,0.2,0.1,0,0,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,,
Myanmar,MMR,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,6.8,,,,,,,
Oriente Medio y Norte de África (excluido altos ingresos),MNA,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.2,0.2,0.2,0.1,0.1,0.3,3.7,3.2,2.5,2.3,2.6,3.2,2.6,1.6,1.7,1.7,,,
Mongolia,MNG,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,24.2,,,,11.4,,,,,3,,,2.5,1.6,1,,0.7,,1.5,,1.3,,,,0.4,,
Mariana,MNP,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9,,,,,,62.3,,,,,,55,,,,,,50.1,,,,,57.2,,,56.5,,
Mauritania,MRT,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,,,,,,32.8,,19.3,,,,,18.4,,,,17,,,,11.8,,,,,,7.4,,,,,6.8,,,,,
Mauricio,MUS,"Brecha de pobreza de 4,20 dólares al día (PPA de 2021) (%)",SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,0.8,,,,,0.5,,,,,,,
